"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_mediata","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud_WGS84","Latitud_WGS84"
"2023S004913    ",3,"Sants-Montjuïc",11,"el Poble-sec",284101,"Rius i Taulet","0012S0012S","Dimarts","2023",8,"Agost","15","14","Tarda","Gir indegut o sense precaució","429128.42 ","4580567.28","2.151409448","41.37165462"
"2023S003993    ",3,"Sants-Montjuïc",11,"el Poble-sec",218504,"Montjuïc","0033 0037","Diumenge","2023",7,"Juliol","2","18","Tarda","Manca d'atenció a la conducció","430624.64 ","4580232.1 ","2.169337458","41.36876618"
"2023S003971    ",3,"Sants-Montjuïc",11,"el Poble-sec",198702,"Francesc Ferrer i Guàrdia","0009 0011","Dissabte","2023",7,"Juliol","1","09","Matí","Altres","428949.41 ","4580346.61","2.149294986","41.369651325"
"2023S002918    ",3,"Sants-Montjuïc",11,"el Poble-sec",701266,"Litoral (Llobregat)","001310000","Dimecres","2023",5,"Maig","17","07","Matí","No respectar distàncies","430515.24 ","4579432.98","2.168121075","41.361559281"
"2023S006449    ",3,"Sants-Montjuïc",11,"el Poble-sec",701266,"Litoral (Llobregat)","001360000","Dimarts","2023",10,"Octubre","31","18","Tarda","No respectar distàncies","430149.5  ","4579104   ","2.163786661","41.358564582"
"2023S001514    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",180,"A Zona Franca","0037 0037","Dijous","2023",3,"Març","16","15","Tarda","Canvi de carril sense precaució","427953.19 ","4576020.53","2.137897869","41.330599095"
"2023S006459    ",3,"Sants-Montjuïc",11,"el Poble-sec",94707,"Creu dels Molers","0008 0008","Dimecres","2023",11,"Novembre","1","04","Nit","Manca d'atenció a la conducció","429934.25 ","4580576.1 ","2.161043364","41.371804653"
"2023S005748    ",3,"Sants-Montjuïc",11,"el Poble-sec",230601,"Mare de Déu de Port","0054H0054H","Divendres","2023",9,"Setembre","29","16","Tarda","No respectar distàncies","429885.56 ","4578810.87","2.160665376","41.355901489"
"2023S003622    ",3,"Sants-Montjuïc",11,"el Poble-sec",234001,"Olímpic","0004 0006","Diumenge","2023",6,"Juny","18","01","Nit","No respectar distàncies","429210.57 ","4579529.85","2.152512845","41.362318043"
"2023S001960    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",180,"A Zona Franca","0048X0048X","Dimecres","2023",4,"Abril","5","23","Nit","Gir indegut o sense precaució","428020.43 ","4576283.26","2.138670171","41.33297144"
"2023S002773    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",180,"A Zona Franca","0093 0093","Dimecres","2023",5,"Maig","10","07","Matí","Manca precaució incorporació circulació","428488.89 ","4577248.47","2.144154281","41.341706539"
"2023S002773    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",180,"A Zona Franca","0093 0093","Dimecres","2023",5,"Maig","10","07","Matí","Desobeir semàfor","428488.89 ","4577248.47","2.144154281","41.341706539"
"2023S003464    ",3,"Sants-Montjuïc",11,"el Poble-sec",135203,"Foc","0130 0130","Dissabte","2023",6,"Juny","10","19","Tarda","Desconegut","428600.96 ","4579202.24","2.145263664","41.359313503"
"2023S003193    ",3,"Sants-Montjuïc",11,"el Poble-sec",234001,"Olímpic","0014 0014","Dilluns","2023",5,"Maig","29","20","Tarda","No respectat pas de vianants","429206.73 ","4579426.05","2.152479059","41.36138281"
"2023S006780    ",3,"Sants-Montjuïc",11,"el Poble-sec",701349,"Drassanes","0002X0002X","Dimecres","2023",11,"Novembre","15","13","Matí","No determinada","431213.91 ","4580892.22","2.176307867","41.374762308"
"2023S006291    ",3,"Sants-Montjuïc",11,"el Poble-sec",198804,"Paral·lel","0065 0065","Dimecres","2023",10,"Octubre","25","07","Matí","No respectar distàncies","430579.43 ","4580900.6 ","2.168720337","41.374783272"
"2023S002657    ",3,"Sants-Montjuïc",11,"el Poble-sec",198804,"Paral·lel","0075 0075","Divendres","2023",5,"Maig","5","10","Matí","Gir indegut o sense precaució","430543.62 ","4580942.83","2.168287311","41.375160534"
"2023S000051    ",3,"Sants-Montjuïc",11,"el Poble-sec",198804,"Paral·lel","0077 0077","Dimecres","2023",1,"Gener","4","02","Nit","Manca d'atenció a la conducció","430443.15 ","4580944.45","2.167085784","41.375166442"
"2023S007184    ",3,"Sants-Montjuïc",11,"el Poble-sec",52900,"Cabanes","0002 0002","Dissabte","2023",12,"Desembre","2","19","Tarda","Desconegut","430739.53 ","4580862.77","2.170639001","41.37445635"
"2023S003515    ",3,"Sants-Montjuïc",11,"el Poble-sec",86902,"Nou de la Rambla","0107 0107","Dimarts","2023",6,"Juny","13","12","Matí","No determinada","430643.17 ","4580850.97","2.169488167","41.374341768"
"2023S007360    ",3,"Sants-Montjuïc",11,"el Poble-sec",198804,"Paral·lel","0087 0087","Dimarts","2023",12,"Desembre","12","13","Matí","Manca d'atenció a la conducció","430316.25 ","4580904.02","2.165573065","41.374791317"
"2023S004297    ",3,"Sants-Montjuïc",11,"el Poble-sec",198804,"Paral·lel","0057 0061","Diumenge","2023",7,"Juliol","16","06","Matí","No respectat pas de vianants","430712.83 ","4580896.42","2.170315898","41.374757127"
"2023S003978    ",3,"Sants-Montjuïc",11,"el Poble-sec",198804,"Paral·lel","0001X0001X","Diumenge","2023",7,"Juliol","2","13","Matí","Altres","431120.24 ","4580858.49","2.175191674","41.374450495"
"2023S003978    ",3,"Sants-Montjuïc",11,"el Poble-sec",198804,"Paral·lel","0001X0001X","Diumenge","2023",7,"Juliol","2","13","Matí","No respectar distàncies","431120.24 ","4580858.49","2.175191674","41.374450495"
"2023S001439    ",3,"Sants-Montjuïc",11,"el Poble-sec",700025,"Josep Carner","0045 0045","Dissabte","2023",3,"Març","11","22","Nit","Desobeir altres senyals","430885.42 ","4580111.93","2.172469061","41.367706287"
"2023S002929    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701441,"Parc Logístic","0012 0020","Dimecres","2023",5,"Maig","17","10","Matí","Desobeir altres senyals","426831.77 ","4577122.72","2.124365251","41.340425085"
"2023S007531    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",700130,"Longitudinal 10","0049 0049","Dimarts","2023",12,"Desembre","19","13","Matí","Gir indegut o sense precaució","425856.1  ","4576381.43","2.112795864","41.333659313"
"2023S001998    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701265,"Litoral (Besòs)","001760000","Dissabte","2023",4,"Abril","8","17","Tarda","Manca d'atenció a la conducció","427128.37 ","4576711.44","2.127959214","41.336747713"
"2023S004340    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",222206,"Motors","0203 0203","Dimarts","2023",7,"Juliol","18","13","Matí","Canvi de carril sense precaució","429109.69 ","4578434.46","2.151434902","41.35244331"
"2023S005944    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701266,"Litoral (Llobregat)","001470000","Dissabte","2023",10,"Octubre","7","15","Tarda","Canvi de carril sense precaució","429190.49 ","4578374.84","2.152407665","41.351913441"
"2023S004079    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701266,"Litoral (Llobregat)","001490000","Dijous","2023",7,"Juliol","6","08","Matí","Canvi de carril sense precaució","429174.43 ","4578325.16","2.152221502","41.351464575"
"2023S001795    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",700127,"Major de Mercabarna","0069 0069","Dimecres","2023",3,"Març","29","11","Matí","No respectat pas de vianants","426097.79 ","4576076.61","2.115721029","41.330936114"
"2023S007087    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",700127,"Major de Mercabarna","0069 0069","Dimecres","2023",11,"Novembre","29","07","Matí","No respectat pas de vianants","426097.79 ","4576076.61","2.115721029","41.330936114"
"2023S006515    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701265,"Litoral (Besòs)","001250000","Divendres","2023",11,"Novembre","3","17","Tarda","No respectar distàncies","430613.07 ","4579536.42","2.169278766","41.362499379"
"2023S001531    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701266,"Litoral (Llobregat)","001530000","Divendres","2023",3,"Març","17","10","Matí","Desobeir semàfor","428249.07 ","4579028.48","2.141077652","41.357717206"
"2023S003548    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701266,"Litoral (Llobregat)","001680000","Dimecres","2023",6,"Juny","14","18","Tarda","Gir indegut o sense precaució","427389.94 ","4577429.38","2.1309991","41.343237595"
"2023S003778    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701265,"Litoral (Besòs)","001440000","Divendres","2023",6,"Juny","23","14","Tarda","Altres","429275.46 ","4578334.55","2.153428002","41.351558031"
"2023S000774    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701265,"Litoral (Besòs)","001520000","Dimecres","2023",2,"Febrer","8","07","Matí","Canvi de carril sense precaució","428568.96 ","4577976.12","2.145025537","41.348267377"
"2023S000061    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701265,"Litoral (Besòs)","001530000","Dimecres","2023",1,"Gener","4","19","Tarda","No respectar distàncies","428296.55 ","4577849.21","2.141784635","41.347100121"
"2023S006305    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701265,"Litoral (Besòs)","001550000","Dimecres","2023",10,"Octubre","25","17","Tarda","No respectar distàncies","428296.55 ","4577849.21","2.141784635","41.347100121"
"2023S003377    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",370305,"Número 4 Zona Franca","0076 0076","Dimarts","2023",6,"Juny","6","22","Nit","Desconegut","427033.56 ","4576155.26","2.126893075","41.331729793"
"2023S003437    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",210309,"Metal·lúrgia","0002U0010U","Dimecres","2023",6,"Juny","7","19","Tarda","Altres","427929.74 ","4578048.35","2.137376871","41.34886096"
"2023S006960    ",3,"Sants-Montjuïc",13,"la Marina de Port",212406,"Mineria","0037 0037","Dijous","2023",11,"Novembre","23","13","Matí","Desconegut","428075.06 ","4579847.72","2.138900357","41.365080296"
"2023S003404    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",370203,"Número 3 Zona Franca","0045 0045","Dimecres","2023",6,"Juny","7","22","Nit","Manca d'atenció a la conducció","428020.43 ","4576283.26","2.138670171","41.33297144"
"2023S001736    ",3,"Sants-Montjuïc",13,"la Marina de Port",230601,"Mare de Déu de Port","0235X0235X","Diumenge","2023",3,"Març","26","09","Matí","Manca precaució incorporació circulació","428414.23 ","4579128.83","2.143040117","41.358635734"
"2023S001637    ",3,"Sants-Montjuïc",13,"la Marina de Port",12600,"Alts Forns","0087 0087","Dimarts","2023",3,"Març","21","20","Tarda","Manca d'atenció a la conducció","428408.42 ","4579250.73","2.14295627","41.359733132"
"2023S000633    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",369408,"Zona Franca","0097 0097","Dimecres","2023",2,"Febrer","1","23","Nit","No respectat pas de vianants","428307.92 ","4578872.9 ","2.141799534","41.356321191"
"2023S007515    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",370305,"Número 4 Zona Franca","0047 0047","Dilluns","2023",12,"Desembre","18","20","Tarda","Altres","427786.24 ","4575792.95","2.135930054","41.3285344"
"2023S003764    ",3,"Sants-Montjuïc",13,"la Marina de Port",198156,"Marbre","0001 0001","Dijous","2023",6,"Juny","22","19","Tarda","Altres","428824.07 ","4579432.79","2.14790371","41.36140976"
"2023S001124    ",3,"Sants-Montjuïc",13,"la Marina de Port",369408,"Zona Franca","0138B0138B","Divendres","2023",2,"Febrer","24","18","Tarda","Altres","428189.46 ","4579140.63","2.140351796","41.358721988"
"2023S003098    ",3,"Sants-Montjuïc",13,"la Marina de Port",369408,"Zona Franca","0204 0206","Dijous","2023",5,"Maig","25","15","Tarda","Gir indegut o sense precaució","428019.02 ","4579459.63","2.138276466","41.361579889"
"2023S006763    ",3,"Sants-Montjuïc",13,"la Marina de Port",124706,"Ferrocarrils Catalans","0071 0073","Dimarts","2023",11,"Novembre","14","21","Tarda","Canvi de carril sense precaució","428361.22 ","4579328.35","2.142382856","41.36042803"
"2023S001538    ",3,"Sants-Montjuïc",13,"la Marina de Port",135203,"Foc","0101 0139","Divendres","2023",3,"Març","17","07","Matí","Desobeir altres senyals","428989.33 ","4579247.93","2.149900984","41.359759382"
"2023S007615    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701485,"Transversal 4","0042 0042","Divendres","2023",12,"Desembre","22","15","Tarda","Desobeir semàfor","425782.51 ","4576571.9 ","2.11189322","41.335368031"
"2023S007452    ",3,"Sants-Montjuïc",15,"Hostafrancs",45803,"Bordeta","0070 0070","Dissabte","2023",12,"Desembre","16","01","Nit","Altres","428548.98 ","4580764.07","2.144458167","41.373375782"
"2023S005356    ",3,"Sants-Montjuïc",13,"la Marina de Port",137300,"Foneria","0031B0031B","Dissabte","2023",9,"Setembre","9","18","Tarda","Canvi de carril sense precaució","428057.24 ","4579344.4 ","2.138747045","41.360545468"
"2023S005356    ",3,"Sants-Montjuïc",13,"la Marina de Port",137300,"Foneria","0031B0031B","Dissabte","2023",9,"Setembre","9","18","Tarda","Gir indegut o sense precaució","428057.24 ","4579344.4 ","2.138747045","41.360545468"
"2023S006260    ",3,"Sants-Montjuïc",13,"la Marina de Port",160903,"Ildefons Cerdà","0003 0003","Dimarts","2023",10,"Octubre","24","11","Matí","Altres","427786.74 ","4579747.41","2.135465365","41.364151013"
"2023S007592    ",3,"Sants-Montjuïc",15,"Hostafrancs",312400,"Sants","0008 0008","Dijous","2023",12,"Desembre","21","19","Tarda","Gir indegut o sense precaució","428216.08 ","4580981.53","2.140451984","41.375304728"
"2023S006987    ",3,"Sants-Montjuïc",13,"la Marina de Port",109906,"Energia","0009 0009","Divendres","2023",11,"Novembre","24","15","Tarda","No respectar distàncies","428052.23 ","4578831.14","2.138748054","41.355922256"
"2023S001931    ",3,"Sants-Montjuïc",13,"la Marina de Port",12600,"Alts Forns","0029X0029X","Dimarts","2023",4,"Abril","4","12","Matí","Manca precaució efectuar marxa enrera","427848.32 ","4578955.76","2.13629577","41.357026413"
"2023S002954    ",3,"Sants-Montjuïc",15,"Hostafrancs",169409,"Corts Catalanes","0355 0359","Dijous","2023",5,"Maig","18","11","Matí","Altres","428814.53 ","4580855.53","2.147622554","41.374223076"
"2023S006079    ",3,"Sants-Montjuïc",16,"la Bordeta",169409,"Corts Catalanes","0181X0181X","Divendres","2023",10,"Octubre","13","21","Tarda","No respectar distàncies","428098.17 ","4580082.76","2.139148762","41.367199287"
"2023S003203    ",3,"Sants-Montjuïc",16,"la Bordeta",169409,"Corts Catalanes","0181X0181X","Dilluns","2023",5,"Maig","29","14","Tarda","Desobeir semàfor","428120.79 ","4580141.49","2.139412234","41.367730269"
"2023S007498    ",3,"Sants-Montjuïc",16,"la Bordeta",169409,"Corts Catalanes","0185 0185","Dilluns","2023",12,"Desembre","18","13","Matí","No respectar distàncies","428246.71 ","4580227.58","2.140907511","41.368516893"
"2023S006806    ",3,"Sants-Montjuïc",15,"Hostafrancs",45803,"Bordeta","0049 0049","Dijous","2023",11,"Novembre","16","13","Matí","No respectat pas de vianants","428464.88 ","4580713.8 ","2.143458535","41.372915542"
"2023S006993    ",3,"Sants-Montjuïc",15,"Hostafrancs",108700,"Elisi","0031U0031U","Dissabte","2023",11,"Novembre","25","02","Nit","Manca d'atenció a la conducció","428585.98 ","4581366.46","2.144829559","41.378804588"
"2023S000188    ",3,"Sants-Montjuïc",15,"Hostafrancs",94809,"Creu Coberta","0133 0133","Dimecres","2023",1,"Gener","11","23","Nit","Manca d'atenció a la conducció","428294.55 ","4580967.69","2.1413919","41.375187075"
"2023S001881    ",3,"Sants-Montjuïc",15,"Hostafrancs",169409,"Corts Catalanes","0291 0293","Diumenge","2023",4,"Abril","2","04","Nit","Altres","428577.56 ","4580624.28","2.144816371","41.372119278"
"2023S007070    ",3,"Sants-Montjuïc",15,"Hostafrancs",308200,"Sant Nicolau","0017U0017U","Dimarts","2023",11,"Novembre","28","16","Tarda","No determinada","428675.41 ","4581275.47","2.14590966","41.377993009"
"2023S001519    ",3,"Sants-Montjuïc",15,"Hostafrancs",331507,"Tarragona","0131U0139U","Dijous","2023",3,"Març","16","15","Tarda","Canvi de carril sense precaució","428675.41 ","4581275.47","2.14590966","41.377993009"
"2023S003170    ",3,"Sants-Montjuïc",16,"la Bordeta",142402,"Gavà","0034 0034","Dissabte","2023",5,"Maig","27","16","Tarda","Gir indegut o sense precaució","428244.32 ","4580587.91","2.14083627","41.371762049"
"2023S003534    ",3,"Sants-Montjuïc",15,"Hostafrancs",169409,"Corts Catalanes","0333 0333","Dimecres","2023",6,"Juny","14","09","Matí","Avançament defectuós/improcedent","428699.37 ","4580743.38","2.146258787","41.373202779"
"2023S005272    ",3,"Sants-Montjuïc",14,"la Font de la Guatlla",169409,"Corts Catalanes","0222 0224","Dimecres","2023",9,"Setembre","6","10","Matí","Manca d'atenció a la conducció","428368.84 ","4580384.82","2.142349101","41.369943984"
"2023S006733    ",3,"Sants-Montjuïc",14,"la Font de la Guatlla",169409,"Corts Catalanes","0302 0302","Dilluns","2023",11,"Novembre","13","14","Tarda","No respectar distàncies","428694.98 ","4580660.99","2.146215993","41.37246033"
"2023S000557    ",3,"Sants-Montjuïc",15,"Hostafrancs",37601,"Béjar","0025 0025","Dissabte","2023",1,"Gener","28","23","Nit","No determinada","428686.73 ","4581072.65","2.146068896","41.376167282"
"2023S003510    ",3,"Sants-Montjuïc",15,"Hostafrancs",94809,"Creu Coberta","0088 0088","Dimarts","2023",6,"Juny","13","08","Matí","Manca d'atenció a la conducció","428479.25 ","4580984.01","2.143598456","41.375350509"
"2023S003416    ",3,"Sants-Montjuïc",15,"Hostafrancs",114000,"Espanya","0006 0008","Dijous","2023",6,"Juny","8","07","Matí","No respectar distàncies","428885.04 ","4580959.01","2.148453494","41.375161324"
"2023S004513    ",3,"Sants-Montjuïc",14,"la Font de la Guatlla",212406,"Mineria","0062 0064","Dimarts","2023",7,"Juliol","25","18","Tarda","Canvi de carril sense precaució","428197.18 ","4580093.1 ","2.140331267","41.367301258"
"2023S005324    ",3,"Sants-Montjuïc",15,"Hostafrancs",89004,"Consell de Cent","0002 0002","Divendres","2023",9,"Setembre","8","06","Matí","Manca d'atenció a la conducció","428488.03 ","4580983.77","2.143703468","41.375349128"
"2023S004230    ",3,"Sants-Montjuïc",14,"la Font de la Guatlla",207304,"Mèxic","0002 0002","Dimecres","2023",7,"Juliol","12","14","Tarda","Altres","428864.28 ","4580724.24","2.148232828","41.373044992"
"2023S002881    ",3,"Sants-Montjuïc",15,"Hostafrancs",94809,"Creu Coberta","0002 0002","Diumenge","2023",5,"Maig","14","22","Nit","Desconegut","428843.01 ","4580971.69","2.147949446","41.375271811"
"2023S006022    ",3,"Sants-Montjuïc",18,"Sants",172403,"Joan Güell","0064 0066","Dimarts","2023",10,"Octubre","10","17","Tarda","Altres","427624.4  ","4581410.69","2.133325913","41.379116988"
"2023S002660    ",3,"Sants-Montjuïc",14,"la Font de la Guatlla",191601,"Mandoni","0014 0016","Divendres","2023",5,"Maig","5","12","Matí","Gir indegut o sense precaució","428463.62 ","4580242.2 ","2.143499143","41.368667888"
"2023S000464    ",3,"Sants-Montjuïc",14,"la Font de la Guatlla",96906,"Dàlia","0018 0018","Dimarts","2023",1,"Gener","24","08","Matí","Manca d'atenció a la conducció","428733.49 ","4580289.66","2.146720114","41.369119296"
"2023S002984    ",3,"Sants-Montjuïc",15,"Hostafrancs",94809,"Creu Coberta","0054 0054","Dissabte","2023",5,"Maig","20","00","Nit","Altres","428660.28 ","4580964.83","2.145765322","41.375193838"
"2023S004953    ",3,"Sants-Montjuïc",18,"Sants",312400,"Sants","0204 0204","Dijous","2023",8,"Agost","17","23","Nit","Manca d'atenció a la conducció","427463.32 ","4581021.23","2.131446381","41.375594756"
"2023S004077    ",3,"Sants-Montjuïc",18,"Sants",312400,"Sants","0128 0128","Dimecres","2023",7,"Juliol","5","23","Nit","Avançament defectuós/improcedent","427692.22 ","4581012.73","2.134184395","41.37553881"
"2023S004491    ",3,"Sants-Montjuïc",18,"Sants",48404,"Brasil","0012U0012U","Dilluns","2023",7,"Juliol","24","20","Tarda","Manca d'atenció a la conducció","427334.27 ","4581085.88","2.129895554","41.376165385"
"2023S000932    ",3,"Sants-Montjuïc",18,"Sants",172403,"Joan Güell","0001S0001S","Dilluns","2023",2,"Febrer","13","16","Tarda","No determinada","427756.38 ","4581051.22","2.134946977","41.375891241"
"2023S002628    ",3,"Sants-Montjuïc",17,"Sants - Badal",365000,"Violant Hongria Reina Aragó","0061 0061","Dijous","2023",5,"Maig","4","11","Matí","Avançament defectuós/improcedent","427296.73 ","4581339.15","2.129416282","41.378443099"
"2023S007426    ",3,"Sants-Montjuïc",16,"la Bordeta",51001,"Bonaventura Pollés","0009 0009","Divendres","2023",12,"Desembre","15","02","Nit","Desobeir altres senyals","427586.12 ","4580514.64","2.132975267","41.37104315"
"2023S004597    ",3,"Sants-Montjuïc",16,"la Bordeta",282252,"Blanca","0163 0183","Divendres","2023",7,"Juliol","28","14","Tarda","Canvi de carril sense precaució","427414.26 ","4580298.28","2.130946365","41.369078986"
"2023S005637    ",3,"Sants-Montjuïc",17,"Sants - Badal",48404,"Brasil","0021 0023","Diumenge","2023",9,"Setembre","24","22","Nit","No respectar distàncies","427339.93 ","4581173.57","2.129952715","41.376955687"
"2023S001353    ",3,"Sants-Montjuïc",17,"Sants - Badal",312400,"Sants","0311 0311","Dimarts","2023",3,"Març","7","23","Nit","Manca d'atenció a la conducció","427204.82 ","4581030.88","2.128354294","41.375658315"
"2023S002632    ",3,"Sants-Montjuïc",16,"la Bordeta",701433,"Mig (Ascendent)","000050000","Dijous","2023",5,"Maig","4","14","Tarda","Altres","427578.77 ","4580280.39","2.132915382","41.368932683"
"2023S002582    ",3,"Sants-Montjuïc",16,"la Bordeta",701433,"Mig (Ascendent)","000050000","Dimarts","2023",5,"Maig","2","22","Nit","Desconegut","427578.77 ","4580280.39","2.132915382","41.368932683"
"2023S004774    ",3,"Sants-Montjuïc",17,"Sants - Badal",282252,"Blanca","0131 0135","Dilluns","2023",8,"Agost","7","02","Nit","Manca d'atenció a la conducció","427233.52 ","4580521.2 ","2.128758675","41.371070416"
"2023S002737    ",3,"Sants-Montjuïc",17,"Sants - Badal",23800,"Arizala","0020 0020","Dilluns","2023",5,"Maig","8","17","Tarda","No respectar distàncies","426928.45 ","4581142.49","2.125036229","41.376638482"
"2023S003049    ",3,"Sants-Montjuïc",16,"la Bordeta",701377,"Carrilet","0028 0028","Dimarts","2023",5,"Maig","23","13","Matí","Gir indegut o sense precaució","427568.12 ","4579901.01","2.13283339","41.365514784"
"2023S001363    ",3,"Sants-Montjuïc",17,"Sants - Badal",36100,"Bassegoda","0002 0002","Dimecres","2023",3,"Març","8","14","Tarda","No respectat pas de vianants","427029    ","4580999.55","2.126255757","41.375360206"
"2023S002613    ",3,"Sants-Montjuïc",16,"la Bordeta",160903,"Ildefons Cerdà","0004X0004X","Dimecres","2023",5,"Maig","3","19","Tarda","Altres","427777.51 ","4579853.73","2.135342352","41.365107772"
"2023S002378    ",3,"Sants-Montjuïc",16,"la Bordeta",160903,"Ildefons Cerdà","0007 0007","Dilluns","2023",4,"Abril","24","15","Tarda","Manca precaució incorporació circulació","427857.18 ","4579829.6 ","2.1362977","41.364897589"
"2023S004792    ",3,"Sants-Montjuïc",17,"Sants - Badal",59105,"Canalejas","0101 0101","Dilluns","2023",8,"Agost","7","21","Tarda","Manca precaució efectuar marxa enrera","427216.27 ","4580639.8 ","2.128538183","41.372137041"
"2023S001107    ",3,"Sants-Montjuïc",17,"Sants - Badal",50905,"Ventura Plaja","0002 0002","Divendres","2023",2,"Febrer","24","12","Matí","No respectat pas de vianants","427130.58 ","4580979.6 ","2.127472761","41.375189733"
"2023S003672    ",3,"Sants-Montjuïc",17,"Sants - Badal",282252,"Blanca","0023 0023","Dilluns","2023",6,"Juny","19","20","Tarda","Manca d'atenció a la conducció","426745.06 ","4580979.43","2.122863089","41.375153182"
"2023S004090    ",3,"Sants-Montjuïc",16,"la Bordeta",169409,"Corts Catalanes","0153 0157","Dijous","2023",7,"Juliol","6","17","Tarda","No respectat pas de vianants","427971.19 ","4579992.75","2.137641329","41.36637724"
"2023S004004    ",3,"Sants-Montjuïc",16,"la Bordeta",89707,"Constitució","0155 0155","Dilluns","2023",7,"Juliol","3","16","Tarda","Manca precaució incorporació circulació","427535.53 ","4580241.67","2.132403036","41.368580052"
"2023S005556    ",3,"Sants-Montjuïc",17,"Sants - Badal",68401,"Carreras i Candi","0005 0007","Dimecres","2023",9,"Setembre","20","15","Tarda","Altres","427022.04 ","4581009.53","2.126171334","41.37544946"
"2023S000242    ",4,"Les Corts",19,"les Corts",40300,"Berlín","0003 0005","Divendres","2023",1,"Gener","13","18","Tarda","No determinada","427897.67 ","4581762.86","2.136551706","41.382313401"
"2023S002966    ",3,"Sants-Montjuïc",18,"Sants",40300,"Berlín","0016B0016B","Divendres","2023",5,"Maig","19","08","Matí","Altres","427987.29 ","4581807.13","2.137618156","41.382720155"
"2023S002028    ",4,"Les Corts",19,"les Corts",368201,"Guitard","0074 0074","Dimarts","2023",4,"Abril","11","10","Matí","Manca precaució efectuar marxa enrera","427904.52 ","4581936.97","2.136612894","41.383882159"
"2023S001012    ",4,"Les Corts",19,"les Corts",40300,"Berlín","0077 0077","Dissabte","2023",2,"Febrer","18","19","Tarda","Altres","428217.26 ","4581940.17","2.140352484","41.38393896"
"2023S000596    ",4,"Les Corts",19,"les Corts",187207,"Madrid","0211 0213","Dimarts","2023",1,"Gener","31","12","Matí","Canvi de carril sense precaució","427709.19 ","4581676.58","2.134308082","41.381519387"
"2023S003826    ",4,"Les Corts",19,"les Corts",368201,"Guitard","0073 0073","Dilluns","2023",6,"Juny","26","08","Matí","Altres","427899.25 ","4581967.38","2.136546251","41.384155578"
"2023S003220    ",3,"Sants-Montjuïc",18,"Sants",40300,"Berlín","0056 0056","Dimarts","2023",5,"Maig","30","10","Matí","Desobeir semàfor","428217.26 ","4581940.17","2.140352484","41.38393896"
"2023S002466    ",3,"Sants-Montjuïc",18,"Sants",235208,"Olzinelles","0070 0070","Dijous","2023",4,"Abril","27","09","Matí","Manca d'atenció a la conducció","427932.49 ","4580580.57","2.137108749","41.371668064"
"2023S003853    ",3,"Sants-Montjuïc",18,"Sants",296406,"Sant Antoni","0055X0055X","Dilluns","2023",6,"Juny","26","13","Matí","No determinada","428249.82 ","4581449.84","2.14079995","41.379525641"
"2023S001067    ",3,"Sants-Montjuïc",18,"Sants",312400,"Sants","0024 0024","Dimecres","2023",2,"Febrer","22","09","Matí","Desconegut","428172.19 ","4580995.16","2.139925568","41.37542357"
"2023S002798    ",3,"Sants-Montjuïc",18,"Sants",366206,"Viriat","0043 0043","Dijous","2023",5,"Maig","11","10","Matí","Manca d'atenció a la conducció","428245.69 ","4581555.63","2.140738031","41.380478085"
"2023S003835    ",3,"Sants-Montjuïc",18,"Sants",331507,"Tarragona","0185X0185X","Diumenge","2023",6,"Juny","25","19","Tarda","Gir indegut o sense precaució","428426.74 ","4581528.37","2.142906267","41.380248698"
"2023S006465    ",3,"Sants-Montjuïc",18,"Sants",312400,"Sants","0043 0043","Dimarts","2023",10,"Octubre","31","21","Tarda","Desconegut","428050.37 ","4580976.12","2.138471208","41.375241195"
