"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_mediata","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud_WGS84","Latitud_WGS84"
"2023S005640    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",197302,"Marina","0078X0078X","Dilluns","2023",9,"Setembre","25","01","Nit","Desconegut","432369.93 ","4582905.44","2.189905776","41.392992912"
"2023S005603    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",197302,"Marina","0078X0078X","Divendres","2023",9,"Setembre","22","16","Tarda","Manca d'atenció a la conducció","432344    ","4582841.72","2.189602761","41.392416821"
"2023S000049    ",10,"Sant Martí",68,"el Poblenou",330107,"Tànger","0160X0160X","Dimarts","2023",1,"Gener","3","21","Tarda","No respectar distàncies","432896.49 ","4584227.11","2.196057155","41.404940981"
"2023S005054    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",197302,"Marina","0101 0101","Dijous","2023",8,"Agost","24","14","Tarda","Manca d'atenció a la conducció","432151.67 ","4583037.68","2.187280446","41.394165568"
"2023S006041    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",197302,"Marina","0114 0116","Dimecres","2023",10,"Octubre","11","17","Tarda","Desobeir semàfor","432118.05 ","4583103.43","2.186870951","41.394754921"
"2023S006453    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",197302,"Marina","0114 0116","Dimarts","2023",10,"Octubre","31","14","Tarda","Canvi de carril sense precaució","432118.05 ","4583103.43","2.186870951","41.394754921"
"2023S000993    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",270901,"Pujades","0082 0082","Divendres","2023",2,"Febrer","17","17","Tarda","Canvi de carril sense precaució","432610.79 ","4583198.24","2.192753992","41.395650315"
"2023S000330    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",311703,"Sancho de Ávila","0146X0146X","Dimarts","2023",1,"Gener","17","22","Nit","Manca d'atenció a la conducció","432763.24 ","4583926.12","2.194496572","41.402218906"
"2023S000071    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",209900,"Meridiana","0054 0054","Dijous","2023",1,"Gener","5","06","Matí","Desobeir semàfor","432127.28 ","4583478.89","2.18693924","41.398137365"
"2023S000913    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700654,"Litoral","0098 0098","Dimarts","2023",2,"Febrer","14","16","Tarda","Gir indegut o sense precaució","434131.96 ","4583677.31","2.210896674","41.400091299"
"2023S004203    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700892,"Garcia Fària","0095X0095X","Dimarts","2023",7,"Juliol","11","20","Tarda","Manca d'atenció a la conducció","434898.28 ","4584673.18","2.219956156","41.409123333"
"2023S003609    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",144601,"Diagonal","0003 0035","Dissabte","2023",6,"Juny","17","13","Matí","Altres","434602.66 ","4584822.12","2.216403377","41.410440789"
"2023S005250    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",44403,"Bolívia","0000X0000X","Dilluns","2023",9,"Setembre","4","17","Tarda","Gir indegut o sense precaució","432130.09 ","4583673.45","2.186951029","41.399889949"
"2023S004914    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700756,"Marítim del Bogatell","0102 0102","Dimarts","2023",8,"Agost","15","15","Tarda","Desobeir altres senyals","433778.29 ","4582998.49","2.206740394","41.393948259"
"2023S002095    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)","000690000","Dimecres","2023",4,"Abril","12","17","Tarda","No respectar distàncies","434020.31 ","4583616.44","2.209567765","41.399533898"
"2023S003144    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)","0024E0000","Dissabte","2023",5,"Maig","27","05","Nit","Manca d'atenció a la conducció","434731.89 ","4584332.53","2.218002296","41.406041674"
"2023S004148    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701278,"Taulat","0266 0270","Dissabte","2023",7,"Juliol","8","20","Tarda","Manca d'atenció a la conducció","434745.03 ","4584723.59","2.218117298","41.40956493"
"2023S004334    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701278,"Taulat","0272 0278","Dimarts","2023",7,"Juliol","18","12","Matí","Manca d'atenció a la conducció","434694.17 ","4584722.6 ","2.217508933","41.40955188"
"2023S005216    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700654,"Litoral","0073 0079","Dissabte","2023",9,"Setembre","2","09","Matí","Manca d'atenció a la conducció","434085.6  ","4583651.37","2.210344946","41.399853862"
"2023S001565    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700892,"Garcia Fària","0014S0014S","Dissabte","2023",3,"Març","18","13","Matí","No respectar distàncies","434371.96 ","4583978.79","2.213734829","41.402826298"
"2023S000502    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",76807,"Sardenya","0043 0043","Dijous","2023",1,"Gener","26","09","Matí","Altres","432255.89 ","4582767.37","2.188557249","41.391739749"
"2023S005039    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",30500,"Badajoz","0175 0175","Dimecres","2023",8,"Agost","23","16","Tarda","Manca d'atenció a la conducció","432278.76 ","4584102.02","2.188681418","41.403762501"
"2023S002409    ",1,"Ciutat Vella",1,"el Raval",701266,"Litoral (Llobregat)","0021S0000","Dimarts","2023",4,"Abril","25","14","Tarda","Manca d'atenció a la conducció","431323.44 ","4580839.66","2.177623493","41.374298274"
"2023S000108    ",1,"Ciutat Vella",1,"el Raval",701349,"Drassanes","0001 0001","Dissabte","2023",1,"Gener","7","00","Nit","Canvi de carril sense precaució","431213.91 ","4580892.22","2.176307867","41.374762308"
"2023S005567    ",1,"Ciutat Vella",1,"el Raval",308505,"Sant Pau","0118 0118","Dijous","2023",9,"Setembre","21","00","Nit","Manca d'atenció a la conducció","430580.82 ","4581033.6 ","2.168721718","41.375981285"
"2023S002384    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",701414,"C-31","020600000","Dilluns","2023",4,"Abril","24","17","Tarda","Manca d'atenció a la conducció","432172.41 ","4584181.5 ","2.187400294","41.404469384"
"2023S005015    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",322608,"Selva de Mar","0001 0001","Dimarts","2023",8,"Agost","22","19","Tarda","No respectar distàncies","434403.02 ","4584111.59","2.214091981","41.404024934"
"2023S005840    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",322608,"Selva de Mar","0001X0001X","Dimecres","2023",10,"Octubre","4","07","Matí","No determinada","434442.84 ","4584162.4 ","2.214562827","41.404485818"
"2023S000955    ",1,"Ciutat Vella",1,"el Raval",28203,"Aurora","0014C0014C","Dijous","2023",2,"Febrer","16","06","Matí","No cedir la dreta","430509.14 ","4581315   ","2.167832333","41.378509583"
"2023S002910    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0025 0025","Dimarts","2023",5,"Maig","16","11","Matí","No respectat pas de vianants","431144.57 ","4581298.5 ","2.175432578","41.378415629"
"2023S005996    ",1,"Ciutat Vella",1,"el Raval",198804,"Paral·lel","0062 0062","Dilluns","2023",10,"Octubre","9","18","Tarda","Altres","430668.81 ","4580921.38","2.169786689","41.374978141"
"2023S005551    ",1,"Ciutat Vella",1,"el Raval",198804,"Paral·lel","0062 0062","Dimecres","2023",9,"Setembre","20","12","Matí","Desobeir semàfor","430686.86 ","4580920.06","2.170002667","41.374967808"
"2023S006054    ",1,"Ciutat Vella",1,"el Raval",198804,"Paral·lel","0080A0080A","Dimarts","2023",11,"Novembre","14","10","Matí","No determinada","430652.62 ","4588427.59","2.168732433","41.442582651"
"2023S006052    ",1,"Ciutat Vella",1,"el Raval",198804,"Paral·lel","0080A0080A","Dijous","2023",10,"Octubre","12","06","Matí","Manca d'atenció a la conducció","430497.04 ","4580920.96","2.167732853","41.374959533"
"2023S004061    ",1,"Ciutat Vella",1,"el Raval",198804,"Paral·lel","0080A0080A","Dimecres","2023",7,"Juliol","5","11","Matí","Gir indegut o sense precaució","430497.04 ","4580920.96","2.167732853","41.374959533"
"2023S007613    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",367504,"Doctor Trueta","0100 0100","Divendres","2023",12,"Desembre","22","15","Tarda","Desobeir altres senyals","432985.66 ","4583007.18","2.197258985","41.393960831"
"2023S001911    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700654,"Litoral","0042 0056","Dilluns","2023",4,"Abril","3","18","Tarda","Manca d'atenció a la conducció","433340.44 ","4582687.96","2.201537576","41.391115195"
"2023S005915    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700654,"Litoral","9993 9993","Divendres","2023",10,"Octubre","6","15","Tarda","Altres","432888.89 ","4582323.45","2.196177347","41.38779457"
"2023S006493    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700654,"Litoral","9993 9993","Dijous","2023",11,"Novembre","2","20","Tarda","No determinada","432888.89 ","4582323.45","2.196177347","41.38779457"
"2023S001897    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",701265,"Litoral (Besòs)","000870000","Dilluns","2023",4,"Abril","3","08","Matí","No determinada","432888.89 ","4582323.45","2.196177347","41.38779457"
"2023S005928    ",1,"Ciutat Vella",1,"el Raval",269200,"Portal de Santa Madrona","0005 0011","Dissabte","2023",10,"Octubre","7","01","Nit","Canvi de carril sense precaució","431106.57 ","4581001.17","2.175011996","41.375734404"
"2023S001447    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",701266,"Litoral (Llobregat)","000870000","Diumenge","2023",3,"Març","12","15","Tarda","Gir indegut o sense precaució","432869.81 ","4582348.98","2.195946327","41.38802292"
"2023S002982    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",701266,"Litoral (Llobregat)","000870000","Divendres","2023",5,"Maig","19","16","Tarda","No respectar distàncies","432899.2  ","4582415.5 ","2.196290448","41.388624503"
"2023S003350    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",701497,"B-10 (Llobregat)","0022E0000","Dimarts","2023",6,"Juny","6","07","Matí","Canvi de carril sense precaució","432533.5  ","4582010.13","2.191961937","41.384942829"
"2023S004100    ",1,"Ciutat Vella",1,"el Raval",701266,"Litoral (Llobregat)","001100000","Divendres","2023",7,"Juliol","7","02","Nit","No respectar distàncies","431323.52 ","4580839.71","2.177624444","41.374298731"
"2023S004541    ",1,"Ciutat Vella",2,"el Barri Gòtic",177101,"Laietana","0003 0003","Dimecres","2023",7,"Juliol","26","19","Tarda","Manca d'atenció a la conducció","431586.95 ","4581732.67","2.180673445","41.382363837"
"2023S003295    ",1,"Ciutat Vella",2,"el Barri Gòtic",177101,"Laietana","0009 0009","Divendres","2023",6,"Juny","2","15","Tarda","Manca precaució efectuar marxa enrera","431544.51 ","4581775.84","2.180161044","41.382749046"
"2023S004853    ",1,"Ciutat Vella",2,"el Barri Gòtic",269301,"Portaferrissa","0002 0002","Divendres","2023",8,"Agost","11","12","Matí","Manca d'atenció a la conducció","430838.81 ","4581811.79","2.171717742","41.383012447"
"2023S006591    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700664,"Arquitecte Sert","0002 0002","Dimarts","2023",11,"Novembre","7","11","Matí","No determinada","433218.09 ","4582540.82","2.200090474","41.389779785"
"2023S001732    ",1,"Ciutat Vella",2,"el Barri Gòtic",34308,"Rambla","0026X0026X","Diumenge","2023",3,"Març","26","00","Nit","No respectat pas de vianants","431203.78 ","4581278.74","2.176142845","41.378242723"
"2023S003237    ",1,"Ciutat Vella",2,"el Barri Gòtic",61402,"Canuda","0006 0006","Dimarts","2023",5,"Maig","30","14","Tarda","Altres","430813.87 ","4581993.58","2.171398723","41.384647631"
"2023S007596    ",1,"Ciutat Vella",2,"el Barri Gòtic",303705,"Sant Jaume","0007 0007","Dijous","2023",12,"Desembre","21","20","Tarda","Manca d'atenció a la conducció","431292.97 ","4581751.42","2.177155741","41.382507647"
"2023S001442    ",1,"Ciutat Vella",1,"el Raval",296508,"Sant Antoni","0060 0060","Dissabte","2023",3,"Març","11","02","Nit","Manca precaució incorporació circulació","430169.68 ","4581702.2 ","2.163728493","41.381967571"
"2023S007376    ",1,"Ciutat Vella",2,"el Barri Gòtic",269108,"Portal de la Pau","0007 0007","Dimarts","2023",12,"Desembre","12","14","Tarda","Manca d'atenció a la conducció","431278.34 ","4581044.28","2.177061018","41.37613738"
"2023S004909    ",1,"Ciutat Vella",2,"el Barri Gòtic",34308,"Rambla","0038 0038","Dimarts","2023",8,"Agost","15","02","Nit","Manca d'atenció a la conducció","431177.31 ","4581360.83","2.175816995","41.37897982"
"2023S003681    ",1,"Ciutat Vella",1,"el Raval",250904,"Pelai","0062S0062S","Dilluns","2023",6,"Juny","19","16","Tarda","Desconegut","430704.97 ","4582088.39","2.170085544","41.385492178"
"2023S006626    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",240707,"Palau","9999 9999","Dimecres","2023",11,"Novembre","8","16","Tarda","Altres","431803.6  ","4581754.35","2.183261829","41.382577507"
"2023S005104    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",700813,"Doctor Aiguader","0001X0001X","Diumenge","2023",8,"Agost","27","10","Matí","Manca d'atenció a la conducció","432004.03 ","4581708.23","2.185663873","41.382179091"
"2023S003358    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",700813,"Doctor Aiguader","0001X0001X","Dissabte","2023",5,"Maig","13","20","Tarda","Manca d'atenció a la conducció","431977.61 ","4581755.1 ","2.185342663","41.382599002"
"2023S005717    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",700813,"Doctor Aiguader","0015 0015","Dijous","2023",9,"Setembre","28","14","Tarda","No respectar distàncies","432169.83 ","4581741.29","2.187642898","41.382490857"
"2023S001880    ",1,"Ciutat Vella",3,"la Barceloneta",224904,"Joan Borbó Comte Barcelona","0040 0040","Diumenge","2023",4,"Abril","2","06","Matí","Desconegut","432202.43 ","4581246.44","2.188088141","41.378036616"
"2023S001460    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",271100,"Pujades","0008 0008","Dilluns","2023",3,"Març","13","12","Matí","Manca d'atenció a la conducció","431791.37 ","4582425.96","2.18303992","41.38862548"
"2023S001833    ",1,"Ciutat Vella",2,"el Barri Gòtic",144204,"Ample","0053 0053","Dijous","2023",3,"Març","30","17","Tarda","No respectar distàncies","431582.16 ","4581606.15","2.180630457","41.381223898"
"2023S006499    ",1,"Ciutat Vella",3,"la Barceloneta",197903,"Marítim de la Barceloneta","0014 0014","Divendres","2023",11,"Novembre","3","09","Matí","No determinada","432534.07 ","4581338   ","2.19204363","41.378889165"
"2023S005371    ",1,"Ciutat Vella",2,"el Barri Gòtic",177101,"Laietana","0045 0045","Dilluns","2023",9,"Setembre","11","04","Nit","No respectar distàncies","431111.28 ","4582218.3 ","2.174929873","41.386697156"
"2023S006679    ",1,"Ciutat Vella",2,"el Barri Gòtic",177101,"Laietana","0069 0069","Divendres","2023",11,"Novembre","10","14","Tarda","No determinada","430990.82 ","4582372.89","2.173471631","41.388079172"
"2023S004849    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",198203,"Marquès de l'Argentera","0017 0017","Divendres","2023",8,"Agost","11","03","Nit","Altres","431967.06 ","4581961.65","2.185193295","41.384458451"
"2023S002561    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",201400,"Picasso","0005 0005","Dimarts","2023",5,"Maig","2","05","Nit","Altres","431740.53 ","4582375.11","2.182437621","41.388163173"
"2023S002859    ",1,"Ciutat Vella",3,"la Barceloneta",197903,"Marítim de la Barceloneta","0023 0031","Dissabte","2023",5,"Maig","13","13","Matí","Manca d'atenció a la conducció","432803.97 ","4581839.64","2.195215428","41.383429917"
"2023S006362    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",201400,"Picasso","0024 0024","Divendres","2023",10,"Octubre","27","18","Tarda","Altres","431869.11 ","4582242.95","2.183990263","41.386983751"
"2023S004283    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",163504,"Isabel II","0002 0002","Divendres","2023",7,"Juliol","14","19","Tarda","Gir indegut o sense precaució","431742.93 ","4581619.47","2.182551501","41.381357531"
"2023S000868    ",1,"Ciutat Vella",3,"la Barceloneta",248050,"Pau Vila","0011 0011","Diumenge","2023",2,"Febrer","12","18","Tarda","No determinada","432011.36 ","4581589.21","2.18576489","41.381107728"
"2023S001235    ",1,"Ciutat Vella",3,"la Barceloneta",311408,"Sant Elm","0034 0036","Dijous","2023",3,"Març","2","21","Tarda","No determinada","432260.48 ","4581237.71","2.188783268","41.377962879"
"2023S001709    ",1,"Ciutat Vella",3,"la Barceloneta",701265,"Litoral (Besòs)","000910000","Divendres","2023",3,"Març","24","14","Tarda","Desobeir altres senyals","432487.96 ","4581946.87","2.191424374","41.384369239"
"2023S005298    ",1,"Ciutat Vella",3,"la Barceloneta",701266,"Litoral (Llobregat)","000900000","Dijous","2023",9,"Setembre","7","10","Matí","Manca d'atenció a la conducció","432275.46 ","4581857.73","2.188893064","41.383548507"
